userName;score;at;content;
Aldi;1;10/08/2023 11:58;Setelah update malah makin gak jelas, lemot parah. Notifikasi muncul sangat lama bahkan bisa sehari setelahnya. Dan tolong kepada pengembang, kalo nomor tidak terdaftar sebagai akun dana harusnya tidak bisa menerima transaksi atau sejenisnya. Jika nomor tidak terdaftar jangan terima itu, malah susah ambil duitnya harus aktivasi beda pake ktp lagi. Susah ini gimana pengambilan dananya? Aktivasi ktp sudah dilakukan di nomor yang lain. Makanya no tidamk terdaftar jangan menerima transaksi;
Winny Wulandari;1;27/10/2023 08:35;Aplikasi yang sangat ribet dan bertele Dalam menyelesaikan masalah pelanggannya..sudah 2 Minggu belum ada hasil padahal sudah sering di FU baik email dan telepon..banyak habisi pulsa untuk telepon customer servicenya, sangat sangat tidak membantu, uang orang jadi tertahan dan tidak bisa diambil..saya sangat kecewa dan menyesal sudah download aplikasi dana;
Ikhsan Abimanyu;1;19/09/2023 08:23;"Mengecewakan, aplikasi banyak bug nya dan jg mudah di retas sistem keamanan nya, saldo tiba"" kepotong tnpa sepengetahuan saya. Sdh lapor cs/admin tp jawabannya sangat tidak membantu. Buat yg newbie yg mau pake ni app harap berpikir lagi. Thanks";
Fakhir Muhamad;2;26/10/2023 14:38;"ini kenapa ya mau di hubung kan ke Tix id tidak bisa dan muncul tulisan ""kami mendeteksi keamanan dalam proses aplikasimu. Silahkan hubungi costumer care untuk bantuan selanjutnya"" dan juga setelah di tekan costumer care malah tidak bisa di muat dan error. Mohon solusi untuk masalah ini🙏🙏🙏";
Noe Animation;1;25/10/2023 12:35;Mau tarik & kirim harus Upgrade ke Premium..Proses upgradenya cerewet, berkali2 coba gagal & tidak diverifikasi..Beda dg aplikasi sebelah, lebih mudah & praktis. Aplikasi ini msh ada di hp lantaran ada saldo yg msh nyangkut, kalo udh bisa dikirim/ditarik, segera saya uninstall aplikasi gak mutu ini.;
Ruyat Uyat;1;12/10/2023 06:33;Sangat susah untuk transfer. Di download ulang malah error. Saldo masih ada seratus lebih. Masuk gk bisa. Sering bgt bos. Sudah gitu beli data di dana tetep aja jaringan lemot. Masuk apa kagak sih.;
Asep Rohimat;5;19/09/2023 04:34;Hallo DANA, saran saya adalah buatlah aplikasi DANA DOMPET DIGITAL seringan mungkin seperti aplikasi Gopay yang cepat di klik tidak lemot, bukan artian lemot karena signal, akan tetapi lemot di aplikasinya sudah pencet menu pulsa keluarnya 10 detik kemudian. Tingkatkan performa, buatlah aplikasi kompatibel di segala perangkat. Baik Low and memory maupun high end memory. Terimakasih.;
Daniel;5;08/09/2023 07:14;Perfomanya baru down ya? Itu fitur dompet pakai buat cek saldo saja. Gak usah pakai buat hasil transaksi sebelum-sebelum nya. Soalnya pas cek saldo gak bisa, apalagi pas cek aplikasi layar tidak muncul gambarnya, saldo juga di menu utama. Jadi saya harus keluar dulu terus buka ulang;
Indra Prasetyo;2;22/10/2023 10:02;Awal aplikasinya cukup baik sih, tapi kemarin sempet kecewa karena ada pembayaran yg mengatas namakan google padahal saya tidak pernah melakukan transaksi atau langganan dengan aplikasi lain, mohon pertanggung jawabannya lah saya yg buat makan ajh susah masih ajh kena hal yg bikin tambah susah tolong sekali pada pihak dana untuk uang saya dapat di kembalikan soalnya saya butuh banget untuk bayar kos sama SPP... Makasih;
Abdur Rahim Him (Abdur Rahim);4;04/10/2023 12:35;Mantap.. Sekarang sudah bisa kirim dana ke rekening bank & banyak fitur baru yang bermanfaat. Hanya saja kuota gratis tarik tunainya cuma 2x per bulan. Padahal terkadang dalam 1 bulan bisa tiba-tiba saja perlu uang tunai lebih dari 3x. Bintang akan saya tambah kalau kuota gratisnya ditambah & bisa gratis tarik tunai di ATM seperti Gopay.;
Virgo Spt;1;08/10/2023 19:31;"Sangat mengecewakan bagi saya pengguna aplikasi dana yang sudah lama. Aplikasi saya update tapi jadi eror. Setiap akan melakukan transaksi pasti selalu ""sistem sedang sibuk"". Mau hubungi pusat bantuan pun tidak bisa. Saya bingung mau bagaimana lagi. Mana saldo saya masih 663k lagi......sedih saya😭😭 Admin saya sudah clear cache, update versi terbaru, sudah restart device juga, tapi masih tidak ada perubahan juga bagaimana ini tolong bantuannya saya mohon 😭😭😭";
Yusuf Baktiar;1;15/10/2023 19:47;Saya sangat kecewa berat karena akun dana saya ngga bisa di buka sama sekali!! Baru masukan no dan tertara tulisan (kami mendeteksi ada aktivitas pelangaran sarat & ketentuan di dana mu) saya udah ngirim lewat via email tapi responya lama dan ngga jelas !!;
Jody Arthur;1;05/09/2023 10:55;Lagi2 dikecewakan oleh aplikasi dana. Loading lama, kadang error dan fitur A+ reward ga bisa diakses walaupun sudah di clear cache tetap ga ada perubahan. Tanggapan cs dan boot pun lama serta ga menyelesaikan masalah.;
Laily Akhmad;1;11/08/2023 12:42;Aplikasi berjalan lamban, semua info loading termasuk riwayat transaksi. Saya membeli paket data dan paket belum diterima hingga saat ini. Saldo sudah terpotong. Sangat mengganggu dan membuat para pengguna sangat tidak nyaman termasuk saya. Sangat kecewa, mau nyari efektif malah apes. Mau ngadu ke digital asisstant malah lemot, padahal jaringan bagus. Ngecewain bikin males make.;
Mr Bold;3;11/08/2023 12:38;Makin gajelas. Paylater ga bisa di pakai. Kirim uang berat. Pas bayar/transfer uang pun. Lelet. Sampai nunggu lama untuk riwayat transaksi ga langsung muncul padahal transaksi uda deal tapi di pending. Memperlambat aja;
Dyas Christiana;5;09/10/2023 14:56;Saya cukup puas dengan aplikasi ini, walaupun ada sedikit kendala di bagian upgrade Dana Premium-nya tapi saya salut dengan adminnya. Tentang kecepatan penangan saat pengguna mengalami problem. Saya harap apk ini lebih berkembang dan pastinya lebih aman.;
safrizal rizban;1;14/08/2023 13:32;Kasih bintang aja, makin lama makin lemot pula di aplikasi, seharusnya jika sudah update terbaru masalah harus di perbaiki ini malah sering gangguan ngak jelas, tak seperti aplikasi sebelah yang transaksinya lancar dan tidak ada kendala sedikit pun.;
Umi Kholifah;1;17/10/2023 08:11;kalo mau tarik tunai ko ga bisa ya, lemot banget padahal jaringan bagus, trsu muncul tulisan upgrade padahal udah di upgrade ke premium pake ktp kaka aku, pas buat akun dana lagi pake ktp aku jg tetep kaya gitu, g bisa tarik tunai, padahal udah premium. mau kirim tunai jg suaah, padahal udah transaksi tapi uang g masuk ke dana. tolong perbaiki lagi ya developer yg baik, nanti aku kasih bintang 5, terimakasih.;
Loli Pop;1;17/10/2023 10:26;Saya sangat kecewa dengan pihak dana saldo saya sering habis terbayar otomatis Tampa persetujuan dari saya,, dan pada saat komplin tidak ada respon apapun dan hanya jawaban live chat gitu doang, tidak bertanggung jawab sih menurut saya sudah 24 jam sih saya tidak ada kejelasan apapun. Seharusnya waktu kita bayar sesuatu pasti persetujuan dari kita ataupun isi password dulu, ini malah terbayar otomatis. Sudah sering kekgitu makanya saya kecewa. Alangkah baiknya saya kasih tau ,sngt kecewa saya;
Muhammad Rif'at;3;13/08/2023 09:55;Sebenarnya sangat membantu.. Namun kadang-kadang tidak bisa di check in reward.. Jaringan sangat bagus, dikatakan tidak stabil.. Padahal sudah di update berkali-kali.. Ada apa dengan DANA ???;
Cew Boy;1;09/10/2023 19:27;"Makin parah aja nih aplikasi udah lemot,sering error,di tambah setiap terima transferan untuk masuk nya butuh waktu bermenit"" bahkan sampe Berjam makin parah banget,makin kesini bukan nya makin bagus bikin pelanggan makin gak nyaman.";
Naufal Luthfi;1;12/09/2023 09:56;ga lagi' simpan uang di dana, saldo saya terpotong tanpa sepengetahuan saya dengan riwayat transaksi yang saya ga tau kapan terjadi transaksinya dan tanpa persetujuan dri saya. itu berarti menandakan sistem keamanan di dana sangatlah buruk. bukan hanya itu saya mengajukan pengembalian saldo di costumer service tpi responnya yang sangat buruk dan lama, seolah olah ingin lari dari pelanggan yang mengeluhkan masalahnya. SARAN SAYA, KALAU ANDA MASIH SAYANG UANG ANDA, GAUSAH SIMPAN DI DANA!;
Enzo Zidane;1;16/10/2023 12:38;Aplikasi jelek pengamanannya, dimana ada masalah nomer dana sudah ga aktif atau hangus atau hilang mengirim otp harus ke nomer tersebut,. Sebaiknya bisa dikirim lewat email kita sebagai pilihan. Dan, ngurusin nya pun lelet.. mengirim email pengaduan ke dana pun ga jelas lama.;
Ixwan Hamdani Lee;1;04/10/2023 12:25;Transaksi pending terus, udah ditunggu 2 jam tetap dalam proses terus. Saya transaksi pulsa di ecomers lain tidak pernah seperti ini, sampek saya harus ganti rugi ke customer gara² terlalu lama. Sudah hubungi DIANA tapi tetap gak ada respon, hanya bot saja. Sangat mengecewakan dan merugikan;
fikry rihandry;1;03/10/2023 12:29;Sudah bertahun tahun saya pakai dana, pas cek riwayat, ternyata ada pembayaran yg tidak ada konfirmasi, padahal pas saya cek pembayaran otomatis kosong, sangat kecewa dengan aplikasi dana, tidak ada konfirmasi kalau saldo sedang disedot tiap bulan. masa saya harus ganti aplikasi lain Yg lebih aman ?. Walaupun salah saya sendiri lah ya gak pernah cek riwayat, tetapikan masa lah hal itu pelanggan juga yg mikirkan nya, inti nya ada pembayaran yg otomatis sedot saldo yg gak ada konfirmasi nya.;
Agus Feni;1;25/10/2023 07:35;"Aplikasi nya tidak aman, akun saya kebobol masa pengecekan tidak ada rekaman pada saat transaksi... Padahal saya sudah lama memakai aplikasi ini, untuk semua teman"" pengguna bagusan jangan menggunakan aplikasi ini sihh menurut saya...";
Ade Suseno;1;23/08/2023 15:07;Aplikasinya bagus sih sangat membantu untuk melakukan transfer atau topup.. Tapi ketika ada masalah tentang akun dana yang nomornya sudah hilang.. gak ada jawaban.. padahal syarat2 sudah saya kirim sesuai yang di minta.. tanggapan selanjutnya gak ada.. maaf gak JD kasih bintang 5.. Sistem pelayanannya SANGAT JELEK. APLIKASI TAIK💩;
Si Buyung;1;28/08/2023 07:11;"Aplikasi di awasi BI,KOMINFO kok gini,isi saldo lewat kartu bank yang terdaftar transaksi di dana laporanya gagal,tapi saldo direkening sudah terpotong,diriwayat tidak ada transaksi,saya cek di M-banking sudah berhasil,komplain sudah 2 Minggu lebih,tidak ada jawaban selain ""laporan anda sudah kami terima"".Makin gak jelas dan layanannya parah.";
Lia Fatwa Hidayati;1;13/10/2023 03:03;Ga faham lagi sama dana, dulu saya seneng pake apk ini sangat memudahkan untuk bertransaksi, skrg tiba2 susah masuk ke akun sendiri, sudah di update bisa masuk yg biasa pake sandi sebelum masuk skrg tiba2 masuk tanpa sandi, okelah klo aman gpp, tapi setelah bisa masuk akun, ko semua transaksi tidak bisa di gunakan. Mau minta bantuan ke pusat bantuan di akun dana sulit, saya kurg faham apkah akun di bekukan atau tidak. Kalaupun dibekukan apa penyebabnya???????! Tolong segera perbaiki.;
SKA Music Animasi;1;14/08/2023 15:50;Sangat merugikan,, susah payah mau transfer setelah transfer bisa dan saldo berkurang namun tidak ada di daftar riwayat,, Membuat orang tidak percaya... Edit. Gagal paham, yang dipermasalahkan tidak muncul di daftar riwayat,, suruh ngadu klik riwayat & laporkan. Gak jelas;
Nanda;2;22/09/2023 11:27;Loading nya tambah berat + tambah lama, buat hp hp jadul/lama yg ram nya kecil ga recomend, gimana mau beli atau bayar kalo loading di beberapa HP lama aja ga selesai selesai, aplikasi yg harusnya ngebantu buat semua device malah kaya aplikasi game, harus banget pake device bagus. Setidaknya buatlah inovasi dana lite atau semacamnya kalo mau bermanfaat dan selalu dipakai disemua device;
Eka Widya;5;27/10/2023 12:08;Aplikasi ini sangat membantu dalam bertransaksi dompet digital seperti transfer uang ke bank lain tanpa biaya administrasi (10 kali transaksi gratis), bayar WiFi, bayar listrik, isi pulsa, transfer antar Dana dan lainnya yang sangat mudah dan praktis.. aplikasi ini selalu saya gunakan dari zaman baru launching hingga sekarang ini karna sangat membantu dalam transaksi saya sehari-hari.. Excellent!!!;
Danciss;2;19/09/2023 12:22;Tolong perbaiki UI untuk mengecek saldo, tidak usah ada fitur hide saldo kaya sekarang. Kadang button buat cek saldo tidak memunculkan saldo hanya icon mata saja, dibuat seperti dulu saja saat membuka menu utama saldo langsung ditampilkan;
Risky Arya;1;22/09/2023 00:06;Sebelum Update, udah bagus. Loading ga lama, Ga dikenakan pajak saat transaksi. Tapi, kenapa setelah Update kok ga bisa login, selalu di tolak. Padahal Speed wifi 20 Mbps, user cuman 3. Tolong di perbaiki, saya mau isi dana buat transaksi pulsa agar tidak di kenakan biaya pajak (PPN);
Asih Nofitasari;1;21/09/2023 11:01;"Ini apk di update malah jadi jelek layanan nya. Mau masuk ke akun dana susah banget, cuma muncul loading dengan tulisan sedang memverifikasi. Setelah beberapa detik, verifikasi gagal dan apk dana telah berhenti. Saldo masih ada. Andaikan hangus kan sia"". Tolonglah diperbaiki aplikasi ini. Jangan sia"" kan kepercayaan kami";
Khusnul Khotimah;1;04/10/2023 18:05;Semakin di update Semakin sulit buat transaksi, mau transfer/tarik tunai. Saat transfer ngeblank putih ga muncul untuk masukan nominal. Saat ingin tarik tunai pun sama ngeblank putih, ga muncul token untuk tarik tunai nya. Saya coba tes koneksi untuk youtube kualitas vidio 720 di laptop tanpa buffering loh.... Jadi agak menyesal sekarang uang taro di dana semua.;
Syafei Fei;1;07/10/2023 15:08;Kenapa setelah di update tmbh parah. Malah ga bisa transfer sama sekali. Di menu profil tidak ad bantuan lagi seperti versi sebelumnya.makin kedepan makin jelek aplikasinya.;
Ajeng Nurkholijah;3;11/08/2023 13:46;Dari dulu saya pake apk ini ga ada gangguan samsek, tapi akhir akhir ini lemot banget kadang 'error kadang sistem sedang sibuk dll. Jadi, susah baanget buat transaksi, mohon untuk segera di perbaiki yaaa sistemnya min🙏;
Kpi Corporation;1;14/08/2023 12:22;kenapa pas saya mau login dengan prifikasi wajah,,tapi gk bisa,,malah OTP terus??? no saya sudah gak aktif,,pdahal biasanya otomatis kalo udah di masukin no nya,,terus langsing keluar fitur ferifikasi wajah??? tapi skrang gk ada,,saya coba temen buat login di hp saya,,bisa ..;
Thole Poter;1;11/08/2023 14:17;transaksi token berhasil tapi kode token tidak muncul, dan diriwayat transaksi tidak ada, malahan saldo terpotong. tidak dapat dipercaya ini. live chat malah tidak keluar untuk teks. malah jawaban tidak sesuai. sistem keseringan sibuk. emang admin sepi atau cuma 1 orang.;
Samsul Bahri;1;12/09/2023 14:16;Sering terjadi bug-bug yang lama untuk memperlihatkan saldo, sudah di refresh pun sama saja. Tolong perbaiki lagi dan perbaiki lagi akun terhubung seperti akun e-commers, jangan tiba-tiba hilang atau tersedot saldonya, karena tidak melakukan maupun adanya transaksi jual beli di e-commers.;
Irniko Satria;1;16/08/2023 11:58;Semenjak pakai dana dari awal aman aman saja no kendala, tapi akhir akhir ini sering eror, lemot/lama loading nya kalo dibuka, trus ini sekarang buat transaksi gabisa,muncul tulisan upss tidak ada koneksi internet,coba lagi nanti ya, padahal sinyal bagus bgt, ini gimana solusinya yaa??;
Kiehl Andreas;1;11/08/2023 16:11;Kenapa aplikasi ini semakin mengerikan ya. Saya jadi takut menggunakan padahal saya sudah terlanjur nyaman tapi akhir akhir ini sering bug tidak bisa di gunakan error berkali kali, update saldo lama notifikasi transaksi baru masuk setelah beberapa jam bahkan bisa keesokan harinya. History sering tidak muncul. Bahkan 2 transksi terakhir saya raib tidak ada history uangpun tidak masuk ke tujuan. Bagaimana ini. Kalau tidak sanggup kelola jangan membuat terlalu banyak menu, sdm anda belum mumpuni;
jaysman weh;1;23/08/2023 08:49;Pelayanan tidak baik, pengalaman saya menggunakan aplikasi ini, Saat masuk aplikasi suka logout dengan sendirinya dan tiba-tiba saldo menghilang, Sudah membuat laporan kepada CS Dana dan prosessnya sangat lama dan saldo saya tidak kembali, saran saya jangan pakai aplikasi ini untuk transaksi, mending transaksi pakai bank yg pasti pasti saja, saya sangat kecewa dengan aplikasi ini.;
Ulfa M F;2;20/08/2023 02:36;Dulu aplikasi ini andalan banget dlam 3 thn trkhir. Tpi gak tau akhir2 ini bner2 lemot, gangguan sana sini, menu ap aj d buka nge lack trus. Kalo nyalahin sinyal, sinyal aku stabil dan jringan wifi atau krtu jg baik2 aja. Klo masalah memori hp, gak mungkin bnget, jdi saya merasa memang aplikasi ini yg sedang bermasalah. Buka riview tnyta semuanya ngeluhin yg sama. Mohon pihak pengembang bisa segera memperbaiki 🙏;
Arhangga “Munyuzz”;1;28/09/2023 11:24;Saldo tiba2 terpotong youtube premium padahal sekalipun tidak pernah langganan, dihistory payment tidak ktemu bahwa saya pernah berlangganan youtube premium di akun mana pun, stelah 2mingggu coba claim refund ttp tidak bisa. Solusi melalui diana bot tidak terselesaikan, saldo tetap hilang. Saya sudah cari info perihal saldo dana yg tiba2 hilang, ternyata banyak juga kasusnya, brarti sudah jelas bahwa security apk anda cacat!;
Li Fang;1;08/09/2023 05:20;Sering lemot setiap dibuka..harus 2-3 buka tutup aplikasinya baru bisa dipakai...ini kayanya karena pop up berita dalam aplikasi yg bikin ngebugnya..saran saya hapus aja itu pop up berita..kalo kaya gini terus orang bisa beralih ke aplikasi saingan;
fathul ilmy;2;16/09/2023 03:54;bintang 2 dulu, tolong diperbaiki untuk cek saldo, setelah transaksi, halaman di refresh cek saldo nya lama baru muncul. coba buat seperti aplikasi sebelah yg si ungu. klo ada perubahan baru tambah bintang nya. selain itu buat transaksi lancar jaya. terimakasih;
Annisa Nac;1;24/08/2023 23:52;Selama ini pake dana lancar-lancar aja, cuma kendalanya emang lemot, tapi saya kecewa soalnya saldo tiba-tiba hilang, setelah cek mutasi ternyata ada transaksi yg tidak saya lakukan. Padahal saya tidak pernah memberikan informasi apapun terkait pin dll, dan juga tidak pernah melakukan transaksi tersebut. Parah sih kalo sampek saldo hilang;
